Source,Key,English,Japanese
Template,ai.preparing_voice,Preparing voice response...,音声レスポンスを準備中...
Template,ai.prov_current,Current,使用中
Template,ai.prov_current_local,Current (Local),使用中（ローカル）
Template,ai.prov_current_need_key,Current (Need API key),使用中（APIキー必要）
Template,ai.prov_current_not_installed,Current (Not installed),使用中（未インストール）
Template,ai.prov_error,Error,エラー
Template,ai.prov_local,Local,ローカル
Template,ai.prov_na,N/A,N/A
Template,ai.prov_need_key,Need API key,APIキー必要
Template,ai.prov_no,No,いいえ
Template,ai.prov_not_installed,Not installed,未インストール
Template,ai.prov_ready,Ready,準備完了
Template,ai.prov_yes,Yes,はい
Template,ai.provider_added,Provider added successfully!,プロバイダ追加完了！
Template,ai.provider_info,Provider: {provider},プロバイダ：{provider}
Template,ai.provider_label,Provider:,プロバイダ：
Template,ai.provider_not_installed,Provider not installed: {provider},プロバイダ未インストール：{provider}
Template,ai.provider_set,AI_PROVIDER set to {provider},AI_PROVIDER を {provider} に設定しました
Template,ai.providers_tip,Tip: Run '{app} ai add-provider <name>' to install missing providers.,ヒント：'{app} ai add-provider <名前>' で未インストールのプロバイダを追加できます。
Template,ai.providers_title,AI Providers,AIプロバイダ
Template,ai.rag_get_started,To get started:,開始手順：
Template,ai.rag_list_hint,Tip: Run '{app} rag list' to see existing collections.,ヒント：'{app} rag list' で既存コレクションを確認できます。
Template,ai.rag_requires_content,RAG requires indexed content.,RAGにはインデックス済みコンテンツが必要です。
Template,ai.rag_step_index,1. Index your codebase:,1. コードベースをインデックス：
Template,ai.rag_step_query,2. Query with the collection:,2. コレクションを指定してクエリ：
Template,ai.recent_activity,Recent Activity,最近のアクティビティ
Template,ai.recording,Recording...,録音中...
Template,ai.recording_cancelled,Recording cancelled,録音キャンセル
Template,ai.recording_failed,Recording failed - no audio captured,録音失敗 — 音声が取得できませんでした
Template,ai.recording_hint,"Press ENTER to stop recording, Ctrl+C to cancel",Enterで録音停止、Ctrl+Cでキャンセル
Template,ai.recording_requires,Audio recording requires sounddevice and soundfile packages.,音声録音には sounddevice と soundfile パッケージが必要です。
Template,ai.response_label,Response:,レスポンス：
Template,ai.response_time_label,Response time:,応答時間：
Template,ai.resuming_conversation,Resuming conversation {id}... (use --new for fresh start),会話 {id} を再開中...（新規開始は --new）
Template,ai.run_first,Run this command first:,先にこのコマンドを実行してください：
Template,ai.run_to_install,Run '{command}' to install it.,'{command}' を実行してインストールしてください。
Template,ai.sending_to_agent,Sending to agent...,エージェントに送信中...
Template,ai.sources_label,Sources:,ソース：
Template,ai.speech_duration,Duration: {duration}s,長さ：{duration}秒
Template,ai.speech_format,Format: {format},フォーマット：{format}
Template,ai.speech_saved,Speech saved to: {path},音声保存先：{path}
Template,ai.speech_size,Size: {size} bytes,サイズ：{size} バイト
Template,ai.speed_label,Speed:,速度：
Template,ai.status_label,Status:,ステータス：
Template,ai.status_title,AI Service Status,AIサービスステータス
Template,ai.streaming_supported,Streaming supported,ストリーミング対応
Template,ai.stt_status_title,STT Service Status,STTサービスステータス
Template,ai.supported_formats,Supported formats: {formats},対応フォーマット：{formats}
Template,ai.svc_initialized,Initialized,初期化済み
Template,ai.svc_not_initialized,Not initialized (lazy-loaded),未初期化（遅延読み込み）
Template,ai.switch_anyway,Switch anyway?,それでも切り替えますか？
Template,ai.switched_to,Switched to {provider}!,{provider} に切り替え完了！
Template,ai.switching_to,Switching to {provider} provider...,{provider} プロバイダに切り替え中...
Template,ai.synthesizing,Synthesizing speech...,音声を合成中...
Template,ai.temperature_label,Temperature:,Temperature：
Template,ai.test_with,"Test with: {app} ai chat ""Hello""","テスト：{app} ai chat ""Hello"""
Template,ai.thinking,Thinking...,考え中...
Template,ai.timeout_error,Request timed out. Try a faster model or increase AI_TIMEOUT_SECONDS.,リクエストがタイムアウトしました。より高速なモデルを使用するか AI_TIMEOUT_SECONDS を増やしてください。
Template,ai.timeout_label,Timeout Error: {error},タイムアウトエラー：{error}
Template,ai.tip_label,Tip:,ヒント：
Template,ai.title_label,Title: {title},タイトル：{title}
Template,ai.to_configure_key,to configure your API key,APIキーを設定するために
Template,ai.token_breakdown,Token Breakdown,トークン内訳
Template,ai.transcribing,Transcribing...,文字起こし中...
Template,ai.transcribing_audio,Transcribing audio...,音声を文字起こし中...
Template,ai.transcription_label,Transcription:,文字起こし：
Template,ai.tts_status_title,TTS Service Status,TTSサービスステータス
Template,ai.unsupported_format,Unsupported format: {ext},未対応のフォーマット：{ext}
Template,ai.usage_success_rate,Success Rate:,成功率：
Template,ai.usage_title,AI Usage Summary,AI使用状況サマリー
Template,ai.usage_total_cost,Total Cost:,合計コスト：
Template,ai.usage_total_requests,Total Requests:,合計リクエスト数：
Template,ai.usage_total_tokens,Total Tokens:,合計トークン数：
Template,ai.using_mic,Using microphone: {name} @ {rate}Hz,マイク使用中：{name} @ {rate}Hz
Template,ai.valid_providers,Valid providers: {names},有効なプロバイダ：{names}
Template,ai.voice_hint,Full response available with --no-voice flag,全文レスポンスは --no-voice フラグで利用可能
Template,ai.voice_label,Voice:,音声：
Template,auth.auto_generated_email,Auto-generated email: {email} (next in sequence),自動生成メール：{email}（連番の次）
Template,auth.count_must_be_positive,Error: Count must be greater than 0,エラー：件数は1以上にしてください
Template,auth.create_user_failed,Error: Failed to create test user: {error},エラー：テストユーザー作成失敗：{error}
Template,auth.create_users_failed,Error: Failed to create test users: {error},エラー：テストユーザー作成失敗：{error}
Template,auth.created_column,Created,作成日
Template,auth.created_label,Created:,作成済み：
Template,auth.creating_users,Creating {count} test users with prefix '{prefix}'...,テストユーザーをプレフィックス '{prefix}' で {count} 件作成中...
Template,auth.email_label,Email,メール
Template,auth.found_users,Found {count} user(s):,{count} 件のユーザーが見つかりました：
Template,auth.help,Authentication management commands,認証管理コマンド
Template,auth.help_create_test_user,Create a test user for development and testing.,開発・テスト用のテストユーザーを作成します。
Template,auth.help_create_test_users,Create multiple test users for development and testing.,開発・テスト用のテストユーザーを複数作成します。
Template,auth.help_list_users,List all users in the system.,システム内の全ユーザーを一覧表示します。
Template,auth.list_users_failed,Error: Failed to list users: {error},エラー：ユーザー一覧取得失敗：{error}
Template,auth.name_label,Name,名前
Template,auth.no_users_found,No users found.,ユーザーが見つかりません。
Template,auth.opt_count,Number of test users to create,作成するテストユーザー数
Template,auth.opt_domain,Email domain for auto-generated emails,自動生成メールのドメイン
Template,auth.opt_email,"User email address (auto-increment: test@example.com, test1@example.com, etc.)",ユーザーメールアドレス（自動連番：test@example.com、test1@example.com 等）
Template,auth.opt_full_name,User full name,ユーザーのフルネーム
Template,auth.opt_password,User password (generated if not provided),ユーザーパスワード（未指定時は自動生成）
Template,auth.opt_prefix,Email prefix for auto-generated emails,自動生成メールのプレフィックス
Template,auth.opt_shared_password,Shared password (generated if not provided),共通パスワード（未指定時は自動生成）
Template,auth.password_auto_generated,Password was auto-generated. Save it for testing!,パスワードは自動生成しました。テスト用に保存してください！
Template,auth.password_label,Password,パスワード
Template,auth.ready_to_test,Ready to test auth endpoints at http://localhost:8000/docs,http://localhost:8000/docs で認証エンドポイントをテストできます
Template,auth.shared_password,Shared password:,共通パスワード：
Template,auth.user_already_exists,Error: User with email '{email}' already exists,エラー：メール '{email}' のユーザーは既に存在します
Template,auth.user_created,Test user created successfully!,テストユーザー作成完了！
Template,auth.user_details_title,User Details,ユーザー詳細
Template,auth.user_id_label,User ID,ユーザーID
Template,auth.users_created,Successfully created {count} test users!,テストユーザー {count} 件の作成完了！
Template,auth.users_title,Users,ユーザー
Template,chat.disable_rag,Disable RAG,RAGを無効化
Template,chat.hide_source_references,Hide source references,ソース参照を非表示
Template,chat.show_source_references,Show source references,ソース参照を表示
Template,comms.account_sid_label,Account SID:,アカウントSID：
Template,comms.api_key_label,API Key:,APIキー：
Template,comms.arg_body,SMS message body,SMSメッセージ本文
Template,comms.arg_to_email,Recipient email address,宛先メールアドレス
Template,comms.arg_to_phone,Recipient phone number (E.164 format),宛先電話番号（E.164形式）
Template,comms.arg_twiml_url,URL returning TwiML instructions,TwiML命令を返すURL
Template,comms.auth_token_label,Auth Token:,認証トークン：
Template,comms.call_failed,Failed to make call: {error},通話開始失敗：{error}
Template,comms.call_initiated,Call initiated successfully!,通話開始完了！
Template,comms.call_sid_label,Call SID:,通話SID：
Template,comms.call_status_label,Status:,ステータス：
Template,comms.channel_column,Channel,チャネル
Template,comms.configuration_error,Configuration error: {error},設定エラー：{error}
Template,comms.configured,Configured,設定済み
Template,comms.email,Email,メール
Template,comms.email_resend_header,Email (Resend),メール（Resend）
Template,comms.email_send_failed,Failed to send email: {error},メール送信失敗：{error}
Template,comms.email_sent,Email sent successfully!,メール送信完了！
Template,comms.email_signup_hint,Email: Sign up at https://resend.com (free tier available),メール：https://resend.com でサインアップ（無料枠あり）
Template,comms.free_tier_100_day,100/day,100通/日
Template,comms.free_tier_15_trial,$15 trial,$15トライアル
Template,comms.free_tier_column,Free Tier,無料枠
Template,comms.from_email_label,From Email:,送信元メール：
Template,comms.help,"Communications service commands (email, SMS, voice)",通信サービスコマンド（メール、SMS、音声）
Template,comms.help_call,Voice call commands using Twilio,Twilioを使用した音声通話コマンド
Template,comms.help_call_make,Make a voice call via Twilio.,Twilio経由で音声通話を発信します。
Template,comms.help_email,Email commands using Resend,Resendを使用したメールコマンド
Template,comms.help_email_send,Send an email via Resend.,Resend経由でメールを送信します。
Template,comms.help_providers,Show available communications providers.,利用可能な通信プロバイダを表示します。
Template,comms.help_sms,SMS commands using Twilio,Twilioを使用したSMSコマンド
Template,comms.help_sms_send,Send an SMS via Twilio.,Twilio経由でSMSを送信します。
Template,comms.help_status,Show communications service configuration status.,通信サービスの設定状態を表示します。
Template,comms.message_id_label,Message ID:,メッセージID：
Template,comms.message_sid_label,Message SID:,メッセージSID：
Template,comms.messaging_service_label,Messaging Service:,メッセージングサービス：
Template,comms.not_configured,Not configured,未設定
Template,comms.not_set,Not set,未設定
Template,comms.notes_column,Notes,備考
Template,comms.opt_html,HTML body,HTML本文
Template,comms.opt_subject,Email subject,メール件名
Template,comms.opt_text,Plain text body,プレーンテキスト本文
Template,comms.opt_timeout,Seconds to wait for answer,応答待ち秒数
Template,comms.phone_number_label,Phone Number:,電話番号：
Template,comms.provider_column,Provider,プロバイダ
Template,comms.providers_title,Communications Providers,通信プロバイダ
Template,comms.quick_start,Quick start:,クイックスタート：
Template,comms.resend_notes,"Modern email API, great DX",モダンなメールAPI、優れたDX
Template,comms.segments_label,Segments:,セグメント数：
Template,comms.service_status_title,Communications Service Status,通信サービスステータス
Template,comms.services_configured_summary,{count}/3 services configured,{count}/3 サービス設定済み
Template,comms.set,Set,設定済み
Template,comms.signup_links,Sign up links:,サインアップリンク：
Template,comms.sms,SMS,SMS
Template,comms.sms_send_failed,Failed to send SMS: {error},SMS送信失敗：{error}
Template,comms.sms_sent,SMS sent successfully!,SMS送信完了！
Template,comms.sms_twilio_header,SMS (Twilio),SMS（Twilio）
Template,comms.status_label,Status:,ステータス：
Template,comms.subject_label,Subject:,件名：
Template,comms.text_or_html_required,Error: Either --text or --html is required,エラー：--text または --html が必要です
Template,comms.to_label,To:,宛先：
Template,comms.twilio_signup_hint,SMS/Voice: Sign up at https://twilio.com/try-twilio (free trial),SMS/音声：https://twilio.com/try-twilio でサインアップ（無料トライアル）
Template,comms.twilio_sms_notes,Pay per message after trial,トライアル後は従量課金
Template,comms.twilio_voice_notes,Pay per minute after trial,トライアル後は従量課金
Template,comms.voice,Voice,音声
Template,comms.voice_twilio_header,Voice (Twilio),音声（Twilio）
Template,comms.warn.resend_api_key,RESEND_API_KEY is not set. Sign up at https://resend.com to get your API key.,RESEND_API_KEY が未設定です。https://resend.com でサインアップしてAPIキーを取得してください。
Template,comms.warn.resend_api_key_send,RESEND_API_KEY is not set. Sign up at https://resend.com and set your API key.,RESEND_API_KEY が未設定です。https://resend.com でサインアップしてAPIキーを設定してください。
Template,comms.warn.resend_from_email,RESEND_FROM_EMAIL is not set. This should be a verified sender email in your Resend account.,RESEND_FROM_EMAIL が未設定です。Resendアカウントで検証済みの送信元メールを設定してください。
Template,comms.warn.twilio_account_sid,TWILIO_ACCOUNT_SID is not set. Find it in your Twilio Console dashboard.,TWILIO_ACCOUNT_SID が未設定です。Twilioコンソールのダッシュボードで確認してください。
Template,comms.warn.twilio_auth_token,TWILIO_AUTH_TOKEN is not set. Find it in your Twilio Console dashboard.,TWILIO_AUTH_TOKEN が未設定です。Twilioコンソールのダッシュボードで確認してください。
Template,comms.warn.twilio_creds,Twilio credentials not set. Set TWILIO_ACCOUNT_SID and TWILIO_AUTH_TOKEN environment variables.,Twilioの認証情報が未設定です。TWILIO_ACCOUNT_SID と TWILIO_AUTH_TOKEN 環境変数を設定してください。
Template,comms.warn.twilio_messaging_sid,TWILIO_MESSAGING_SERVICE_SID or TWILIO_PHONE_NUMBER must be set. Messaging Service SID is required for toll-free numbers.,TWILIO_MESSAGING_SERVICE_SID または TWILIO_PHONE_NUMBER を設定してください。フリーダイヤル番号にはメッセージングサービスSIDが必要です。
Template,comms.warn.twilio_phone,TWILIO_PHONE_NUMBER is not set. This should be a Twilio phone number capable of making calls.,TWILIO_PHONE_NUMBER が未設定です。通話可能なTwilio電話番号を設定してください。
Template,comms.warning,Warning: {message},警告：{message}
Template,docs.components,Components,コンポーネント
Template,docs.docs_label,Docs:,ドキュメント：
Template,docs.documentation,Documentation,ドキュメント
Template,docs.guide_label,Guide:,ガイド：
Template,docs.help,Show documentation links,ドキュメントリンクを表示
Template,docs.help_show,Display documentation links for installed components and services.,インストール済みコンポーネントとサービスのドキュメントリンクを表示します。
Template,docs.no_detected,No components or services detected.,コンポーネントまたはサービスが検出されません。
Template,docs.services,Services,サービス
Template,health.api_error,API returned error {status}: {text},API エラー {status}：{text}
Template,health.component_service_tree,Component & Service Tree,コンポーネント＆サービスツリー
Template,health.component_tree,Component Tree,コンポーネントツリー
Template,health.components_label,Components:,コンポーネント：
Template,health.connect_error,Cannot connect to API server at {url}. Make sure the application is running with 'make serve' or 'make run-dev'.,API サーバー {url} に接続できません。'make serve' または 'make run-dev' でアプリケーションを起動してください。
Template,health.count_healthy,{count} healthy,{count} 件正常
Template,health.count_info,{count} info,{count} 件情報
Template,health.count_unhealthy,{count} unhealthy,{count} 件異常
Template,health.count_warning,{count} warning,{count} 件警告
Template,health.count_warnings,{count} warnings,{count} 件警告
Template,health.health_pct_label,Health: {pct},健全性：{pct}
Template,health.health_percentage,Health Percentage:,健全性：
Template,health.healthy,Healthy,正常
Template,health.help,System health monitoring commands,システムヘルス監視コマンド
Template,health.help_probe,Health probe for monitoring — exits 1 if unhealthy (like k8s probes).,監視用ヘルスプローブ — 異常時は終了コード1（k8sプローブ互換）。
Template,health.help_status,Show system health status (always exits 0 for inspection). Use --detailed for component metadata and response times.,システムヘルスステータスを表示（常に終了コード0）。--detailed でコンポーネント詳細と応答時間を表示。
Template,health.more_tasks,... and {count} more {word},... 他 {count} 件の{word}
Template,health.msg.aegis_issues,Aegis Stack has issues,Aegis Stackに問題あり
Template,health.msg.aegis_ok,Aegis Stack application,Aegis Stackアプリケーション
Template,health.msg.ai_disabled,AI service is disabled,AIサービス無効
Template,health.msg.ai_ready,AI service ready,AIサービス準備完了
Template,health.msg.auth_ok,Auth service configured and ready,認証サービス設定済み・準備完了
Template,health.msg.backend_active,FastAPI backend active,FastAPIバックエンド稼働中
Template,health.msg.cache_not_installed,Cache library not installed,キャッシュライブラリ未インストール
Template,health.msg.cache_ok,Redis cache connection and operations successful,Redisキャッシュ接続および操作成功
Template,health.msg.comms_none,No communication providers configured,通信プロバイダ未設定
Template,health.msg.comms_ok,Communications service fully configured,通信サービス完全設定済み
Template,health.msg.comms_partial,Comms service partially configured,通信サービス一部設定済み
Template,health.msg.completed,{count} completed,{count} 件完了
Template,health.msg.components_issues,Some components have issues,一部のコンポーネントに問題あり
Template,health.msg.components_ok,{count} components available,{count} 件のコンポーネントが利用可能
Template,health.msg.cpu_usage,CPU usage: {pct}%,CPU使用率：{pct}%
Template,health.msg.db_auth_failed,PostgreSQL authentication failed,PostgreSQL認証失敗
Template,health.msg.db_failed,Database connection failed,データベース接続失敗
Template,health.msg.db_module_missing,Database module not available,データベースモジュールが利用不可
Template,health.msg.db_not_accessible,Database file not accessible,データベースファイルにアクセスできません
Template,health.msg.db_not_exist,PostgreSQL database does not exist,PostgreSQLデータベースが存在しません
Template,health.msg.db_not_init,Database not initialized - file does not exist,データベース未初期化 — ファイルが存在しません
Template,health.msg.db_not_reachable,PostgreSQL server not reachable,PostgreSQLサーバーに到達不可
Template,health.msg.db_ok,Database connection successful,データベース接続成功
Template,health.msg.disk_usage,Disk usage: {pct}%,ディスク使用率：{pct}%
Template,health.msg.failed,{count} failed ({pct}%),{count} 件失敗（{pct}%）
Template,health.msg.idle,idle,アイドル
Template,health.msg.memory_usage,Memory usage: {pct}%,メモリ使用率：{pct}%
Template,health.msg.no_active_workers,No active workers,アクティブなワーカーなし
Template,health.msg.no_functions,configured - no functions defined,設定済み — 関数未定義
Template,health.msg.ollama_no_models,Ollama running but no models installed,Ollama稼働中だがモデル未インストール
Template,health.msg.ollama_not_reachable,Ollama server not reachable,Ollamaサーバーに到達不可
Template,health.msg.processing,{count} processing,{count} 件処理中
Template,health.msg.queue.load_test,Load testing and performance testing,負荷テストおよびパフォーマンステスト
Template,health.msg.queue.media,Image and file processing,画像・ファイル処理
Template,health.msg.queue.system,System maintenance and monitoring tasks,システムメンテナンスおよび監視タスク
Template,health.msg.queued,{count} queued,{count} 件キュー待ち
Template,health.msg.queues_active,({count} active),（{count} 件アクティブ）
Template,health.msg.queues_configured,{count} functional queues configured,{count} 件のキュー設定済み
Template,health.msg.scheduler_running,Scheduler running with {count} tasks,スケジューラ稼働中（{count} タスク）
Template,health.msg.services_issues,Some services have issues,一部のサービスに問題あり
Template,health.msg.services_ok,{count} services available,{count} 件のサービスが利用可能
Template,health.msg.system_issues,System container has issues,システムコンテナに問題あり
Template,health.msg.system_ok,System container metrics,システムコンテナメトリクス
Template,health.msg.worker_infra,{backend} worker infrastructure,{backend} ワーカーインフラ
Template,health.msg.worker_offline,worker offline - no health check data,ワーカーオフライン — ヘルスチェックデータなし
Template,health.msg.workers_active,{active}/{total} workers active,{active}/{total} ワーカー稼働中
Template,health.no_upcoming_tasks,No upcoming tasks scheduled,予定されたタスクはありません
Template,health.opt_detailed,Show detailed component information,コンポーネントの詳細情報を表示
Template,health.opt_json,Output as JSON,JSON形式で出力
Template,health.overall_status,Overall Status:,全体ステータス：
Template,health.probe_failed,Health probe failed: {error},ヘルスプローブ失敗：{error}
Template,health.services_label,Services:,サービス：
Template,health.status_failed,Health status failed: {error},ヘルスステータス取得失敗：{error}
Template,health.sysinfo.containerized,Containerized,コンテナ化
Template,health.sysinfo.platform,Platform,プラットフォーム
Template,health.sysinfo.python_version,Python Version,Pythonバージョン
Template,health.system_healthy,System is healthy,システム正常
Template,health.system_info,System Information,システム情報
Template,health.system_unhealthy,System is unhealthy,システム異常
Template,health.system_unhealthy_msg,System is unhealthy,システム異常
Template,health.task_next_run,{name} - Next: {time},{name} - 次回：{time}
Template,health.task_statistics,Task Statistics:,タスク統計：
Template,health.task_stats_line,"Total: {total}, Active: {active}, Paused: {paused}",合計：{total}、アクティブ：{active}、一時停止：{paused}
Template,health.task_word,task,タスク
Template,health.tasks_word,tasks,タスク
Template,health.timeout_error,API request to {url} timed out after {timeout} seconds.,API リクエスト {url} が {timeout} 秒後にタイムアウトしました。
Template,health.timestamp_label,Timestamp:,タイムスタンプ：
Template,health.title,System Health,システムヘルス
Template,health.unhealthy,Unhealthy,異常
Template,health.unhealthy_label,Unhealthy: {components},異常：{components}
Template,health.upcoming_tasks,Upcoming Tasks:,次回実行予定のタスク：
Template,health.zero_components,0 components,コンポーネント 0 件
Template,llm.and_more_errors,... and {count} more,... 他 {count} 件
Template,llm.arg_model_id_info,Model ID to get information about,情報を取得するモデルID
Template,llm.arg_model_id_use,"Model ID to set as active (e.g., gpt-4o, claude-sonnet-4-20250514)",アクティブに設定するモデルID（例：gpt-4o、claude-sonnet-4-20250514）
Template,llm.arg_pattern,Search pattern for model ID or title (case-insensitive),モデルIDまたはタイトルの検索パターン（大文字小文字区別なし）
Template,llm.catalog_summary,LLM Catalog Summary,LLMカタログ概要
Template,llm.context_column,Context,コンテキスト
Template,llm.context_window_label,Context Window:,コンテキストウィンドウ：
Template,llm.count_column,Count,件数
Template,llm.current_config,Current LLM Configuration,現在のLLM設定
Template,llm.deployments_row,Deployments,デプロイメント
Template,llm.deployments_synced,Deployments Synced,同期デプロイメント数
Template,llm.description_label,Description:,説明：
Template,llm.dry_run_mode,Dry run mode - no changes will be saved,ドライランモード — 変更は保存されません
Template,llm.duration_row,Duration,所要時間
Template,llm.enabled_label,Enabled:,有効：
Template,llm.errors_header,Errors:,エラー：
Template,llm.errors_row,Errors,エラー
Template,llm.help,LLM catalog and model management commands,LLMカタログ・モデル管理コマンド
Template,llm.help_current,"Show current LLM configuration from .env, enriched with catalog data.",.envからの現在のLLM設定をカタログデータで補完して表示します。
Template,llm.help_info,Show detailed information about a specific LLM model.,特定のLLMモデルの詳細情報を表示します。
Template,llm.help_list,List LLM models from catalog. Requires a search pattern or filter.,カタログからLLMモデルを一覧表示。検索パターンまたはフィルタが必要です。
Template,llm.help_modalities,List all modalities in the catalog with model counts.,カタログ内の全モダリティをモデル数付きで一覧表示します。
Template,llm.help_status,"Show LLM catalog statistics (vendors, models, deployments, prices).",LLMカタログ統計（ベンダー、モデル、デプロイメント、価格）を表示します。
Template,llm.help_sync,Sync LLM catalog from cloud APIs or local Ollama into the local database.,クラウドAPIまたはローカルOllamaからLLMカタログをローカルDBに同期します。
Template,llm.help_use,Switch to a different LLM model. Updates AI_MODEL in .env.,別のLLMモデルに切り替えます。.envのAI_MODELを更新します。
Template,llm.help_vendors,List all LLM vendors in the catalog with model counts.,カタログ内の全LLMベンダーをモデル数付きで一覧表示します。
Template,llm.input_label,Input:,入力：
Template,llm.input_price_column,Input $/1M,入力 $/1M
Template,llm.input_price_label,Input Price:,入力価格：
Template,llm.max_tokens_label,Max Tokens:,最大トークン数：
Template,llm.metric_column,Metric,メトリクス
Template,llm.modalities_label,Modalities:,モダリティ：
Template,llm.modalities_synced,Modalities Synced,同期モダリティ数
Template,llm.modalities_title,LLM Modalities ({count} total),LLMモダリティ（全{count}件）
Template,llm.modality_column,Modality,モダリティ
Template,llm.model_details,Model Details (from catalog),モデル詳細（カタログより）
Template,llm.model_id_column,Model ID,モデルID
Template,llm.model_id_label,Model ID:,モデルID：
Template,llm.model_label,Model:,モデル：
Template,llm.model_not_found,Model '{model_id}' not found in catalog.,モデル '{model_id}' がカタログに見つかりません。
Template,llm.model_not_in_catalog,Model not found in catalog. Run 'llm sync' to populate.,モデルがカタログに見つかりません。'llm sync' を実行してください。
Template,llm.models_added,Models Added,追加モデル数
Template,llm.models_column,Models,モデル
Template,llm.models_row,Models,モデル
Template,llm.models_title,LLM Models ({count} results),LLMモデル（{count}件）
Template,llm.models_updated,Models Updated,更新モデル数
Template,llm.no_modalities,No modalities found. Run 'llm sync' first.,モダリティが見つかりません。先に 'llm sync' を実行してください。
Template,llm.no_models_found,No models found matching your criteria.,条件に一致するモデルが見つかりません。
Template,llm.no_vendors,No vendors found. Run 'llm sync' first.,ベンダーが見つかりません。先に 'llm sync' を実行してください。
Template,llm.opt_all,Include disabled models,無効なモデルも含める
Template,llm.opt_dry_run,Preview changes without modifying the database,データベースを変更せずに変更内容をプレビュー
Template,llm.opt_force,Skip catalog validation and allow any model string,カタログ検証をスキップし任意のモデル文字列を許可
Template,llm.opt_limit,Maximum number of results,最大結果件数
Template,llm.opt_mode,"Mode filter: 'chat', 'embedding', or 'all'",モードフィルタ：'chat'、'embedding'、または 'all'
Template,llm.opt_refresh,Truncate all LLM tables before syncing (full refresh),同期前に全LLMテーブルを切り詰め（完全リフレッシュ）
Template,llm.opt_source,"Data source: 'cloud' (OpenRouter/LiteLLM), 'ollama', or 'all'",データソース：'cloud'（OpenRouter/LiteLLM）、'ollama'、または 'all'
Template,llm.output_label,Output:,出力：
Template,llm.output_price_column,Output $/1M,出力 $/1M
Template,llm.output_price_label,Output Price:,出力価格：
Template,llm.per_million_tokens,/ 1M tokens,/ 100万トークン
Template,llm.prices_row,Prices,価格
Template,llm.prices_synced,Prices Synced,同期価格数
Template,llm.pricing_header,Pricing (per 1M tokens),料金（100万トークンあたり）
Template,llm.provide_filter,Please provide a search pattern or filter.,検索パターンまたはフィルタを指定してください。
Template,llm.provider_label,Provider:,プロバイダ：
Template,llm.refresh_dry_run,Refresh requested - would truncate all LLM tables,リフレッシュ要求 — 全LLMテーブルを切り詰めます
Template,llm.released_column,Released,リリース日
Template,llm.released_label,Released:,リリース日：
Template,llm.run_sync_hint,Run 'llm sync' to populate the catalog.,'llm sync' を実行してカタログを更新してください。
Template,llm.streamable_label,Streamable:,ストリーミング：
Template,llm.switching_model,Switching to {model_id},{model_id} に切り替え中
Template,llm.sync_results,Sync Results,同期結果
Template,llm.sync_results_dry_run,Sync Results (Dry Run),同期結果（ドライラン）
Template,llm.syncing_catalog,Syncing LLM catalog (mode={mode}),LLMカタログを同期中（mode={mode}）
Template,llm.syncing_catalog_all,"Syncing LLM catalog (mode={mode}, source=all)",LLMカタログを同期中（mode={mode}、source=all）
Template,llm.syncing_ollama,Syncing Ollama models,Ollamaモデルを同期中
Template,llm.temperature_label,Temperature:,Temperature：
Template,llm.tokens_unit,tokens,トークン
Template,llm.top_vendors,Top Vendors by Model Count,モデル数上位ベンダー
Template,llm.vendor_column,Vendor,ベンダー
Template,llm.vendor_label,Vendor:,ベンダー：
Template,llm.vendors_added,Vendors Added,追加ベンダー数
Template,llm.vendors_row,Vendors,ベンダー
Template,llm.vendors_title,LLM Vendors ({count} total),LLMベンダー（全{count}件）
Template,llm.vendors_updated,Vendors Updated,更新ベンダー数
Template,loadtest.analysis_panel,Load Test Analysis,負荷テスト分析
Template,loadtest.arg_task_id,Load test task ID,負荷テストタスクID
Template,loadtest.arg_test_type,Specific test type to show info for,情報を表示するテスト種類
Template,loadtest.aspect_column,Aspect,観点
Template,loadtest.aspect_efficiency,Efficiency,効率
Template,loadtest.aspect_queue_pressure,Queue Pressure,キュー負荷
Template,loadtest.aspect_throughput,Throughput,スループット
Template,loadtest.available_types,Available Load Test Types,利用可能な負荷テスト種類
Template,loadtest.available_types_list,Available types:,利用可能な種類：
Template,loadtest.check_results,Check results:,結果確認：
Template,loadtest.check_results_later,Use this command to check results later:,後で結果を確認するコマンド：
Template,loadtest.check_results_manual,Check results manually:,手動で結果を確認：
Template,loadtest.check_task_hint,Check that the task ID is correct and the test has completed,タスクIDが正しく、テストが完了していることを確認してください
Template,loadtest.completed,Load test completed!,負荷テスト完了！
Template,loadtest.completed_progress,Load test completed!,負荷テスト完了！
Template,loadtest.config_batch_detail,{size} tasks per batch,バッチあたり{size}タスク
Template,loadtest.config_batching,Batching:,バッチ処理：
Template,loadtest.config_delay,Delay:,遅延：
Template,loadtest.config_delay_detail,{ms}ms between batches,バッチ間{ms}ミリ秒
Template,loadtest.config_queue,Queue:,キュー：
Template,loadtest.config_tasks,Tasks:,タスク：
Template,loadtest.config_tasks_detail,{count} {type} tasks,{count} 件の{type}タスク
Template,loadtest.config_title,Test Configuration,テスト設定
Template,loadtest.cpu_failed,CPU test failed:,CPUテスト失敗：
Template,loadtest.cpu_started,CPU test started!,CPUテスト開始！
Template,loadtest.desc_efficiency,Task completion rate,タスク完了率
Template,loadtest.desc_queue_pressure,Queue saturation level,キュー飽和レベル
Template,loadtest.desc_throughput,Task processing speed,タスク処理速度
