Source,Key,English,Traditional Chinese
Template,ai.thinking,Thinking...,思考中...
Template,ai.timeout_error,Request timed out. Try a faster model or increase AI_TIMEOUT_SECONDS.,請求超時。請嘗試更快的模型或增大 AI_TIMEOUT_SECONDS。
Template,ai.timeout_label,Timeout Error: {error},超時錯誤：{error}
Template,ai.tip_label,Tip:,提示：
Template,ai.title_label,Title: {title},標題：{title}
Template,ai.to_configure_key,to configure your API key,設定 API 密鑰
Template,ai.token_breakdown,Token Breakdown,Token 用量明細
Template,ai.transcribing,Transcribing...,轉寫中...
Template,ai.transcribing_audio,Transcribing audio...,正在轉寫音頻...
Template,ai.transcription_label,Transcription:,轉寫結果：
Template,ai.tts_status_title,TTS Service Status,TTS 文字轉語音服務狀態
Template,ai.unsupported_format,Unsupported format: {ext},不支援的格式：{ext}
Template,ai.usage_success_rate,Success Rate:,成功率：
Template,ai.usage_title,AI Usage Summary,AI 用量概覽
Template,ai.usage_total_cost,Total Cost:,總費用：
Template,ai.usage_total_requests,Total Requests:,請求總數：
Template,ai.usage_total_tokens,Total Tokens:,Token 總量：
Template,ai.using_mic,Using microphone: {name} @ {rate}Hz,使用麥克風：{name} @ {rate}Hz
Template,ai.valid_providers,Valid providers: {names},有效服務商：{names}
Template,ai.voice_hint,Full response available with --no-voice flag,完整回復請使用 --no-voice 參數
Template,ai.voice_label,Voice:,語音：
Template,auth.auto_generated_email,Auto-generated email: {email} (next in sequence),自動生成郵箱：{email}（按序遞增）
Template,auth.count_must_be_positive,Error: Count must be greater than 0,錯誤：數量必須大於 0
Template,auth.create_user_failed,Error: Failed to create test user: {error},錯誤：創建測試用戶失敗：{error}
Template,auth.create_users_failed,Error: Failed to create test users: {error},錯誤：批量創建測試用戶失敗：{error}
Template,auth.created_column,Created,創建時間
Template,auth.created_label,Created:,已創建：
Template,auth.creating_users,Creating {count} test users with prefix '{prefix}'...,正在創建 {count} 個測試用戶，前綴為 '{prefix}'...
Template,auth.email_label,Email,郵箱
Template,auth.found_users,Found {count} user(s):,找到 {count} 個用戶：
Template,auth.help,Authentication management commands,認證管理命令
Template,auth.help_create_test_user,Create a test user for development and testing.,創建測試用戶，用於開發和測試
Template,auth.help_create_test_users,Create multiple test users for development and testing.,批量創建測試用戶，用於開發和測試
Template,auth.help_list_users,List all users in the system.,列出所有用戶
Template,auth.list_users_failed,Error: Failed to list users: {error},錯誤：獲取用戶列表失敗：{error}
Template,auth.name_label,Name,姓名
Template,auth.no_users_found,No users found.,未找到任何用戶。
Template,auth.opt_count,Number of test users to create,創建數量
Template,auth.opt_domain,Email domain for auto-generated emails,自動生成郵箱的域名
Template,auth.opt_email,"User email address (auto-increment: test@example.com, test1@example.com, etc.)",用戶郵箱（自動遞增，如 test@、test1@ 等）
Template,auth.opt_full_name,User full name,用戶全名
Template,auth.opt_password,User password (generated if not provided),用戶密碼（不指定則自動生成）
Template,auth.opt_prefix,Email prefix for auto-generated emails,自動生成郵箱的前綴
Template,auth.opt_shared_password,Shared password (generated if not provided),共享密碼（不指定則自動生成）
Template,auth.password_auto_generated,Password was auto-generated. Save it for testing!,密碼為自動生成，請妥善保存以便測試！
Template,auth.password_label,Password,密碼
Template,auth.ready_to_test,Ready to test auth endpoints at http://localhost:8000/docs,可以在 http://localhost:8000/docs 測試認證接口了
Template,auth.shared_password,Shared password:,共享密碼：
Template,auth.user_already_exists,Error: User with email '{email}' already exists,錯誤：郵箱 '{email}' 對應的用戶已存在
Template,auth.user_created,Test user created successfully!,測試用戶創建成功！
Template,auth.user_details_title,User Details,用戶詳情
Template,auth.user_id_label,User ID,用戶 ID
Template,auth.users_created,Successfully created {count} test users!,成功創建 {count} 個測試用戶！
Template,auth.users_title,Users,用戶列表
Template,chat.disable_rag,Disable RAG,關閉 RAG
Template,chat.hide_source_references,Hide source references,隱藏引用來源
Template,chat.show_source_references,Show source references,顯示引用來源
Template,comms.account_sid_label,Account SID:,賬戶 SID：
Template,comms.api_key_label,API Key:,API 密鑰：
Template,comms.arg_body,SMS message body,短信內容
Template,comms.arg_to_email,Recipient email address,收件人郵箱地址
Template,comms.arg_to_phone,Recipient phone number (E.164 format),收件人電話號碼（E.164 格式）
Template,comms.arg_twiml_url,URL returning TwiML instructions,返回 TwiML 指令的 URL
Template,comms.auth_token_label,Auth Token:,認證令牌：
Template,comms.call_failed,Failed to make call: {error},通話發起失敗：{error}
Template,comms.call_initiated,Call initiated successfully!,通話已發起！
Template,comms.call_sid_label,Call SID:,通話 SID：
Template,comms.call_status_label,Status:,狀態：
Template,comms.channel_column,Channel,渠道
Template,comms.configuration_error,Configuration error: {error},設定錯誤：{error}
Template,comms.configured,Configured,已設定
Template,comms.email,Email,郵件
Template,comms.email_resend_header,Email (Resend),郵件 (Resend)
Template,comms.email_send_failed,Failed to send email: {error},郵件發送失敗：{error}
Template,comms.email_sent,Email sent successfully!,郵件發送成功！
Template,comms.email_signup_hint,Email: Sign up at https://resend.com (free tier available),郵件：前往 https://resend.com 注冊（有免費額度）
Template,comms.free_tier_100_day,100/day,100 封/天
Template,comms.free_tier_15_trial,$15 trial,$15 試用
Template,comms.free_tier_column,Free Tier,免費額度
Template,comms.from_email_label,From Email:,發件人郵箱：
Template,comms.help,"Communications service commands (email, SMS, voice)",通信服務相關命令（郵件、短信、語音）
Template,comms.help_call,Voice call commands using Twilio,語音通話相關命令（Twilio）
Template,comms.help_call_make,Make a voice call via Twilio.,通過 Twilio 發起語音通話。
Template,comms.help_email,Email commands using Resend,郵件相關命令（Resend）
Template,comms.help_email_send,Send an email via Resend.,通過 Resend 發送郵件。
Template,comms.help_providers,Show available communications providers.,查看可用的通信服務供應商。
Template,comms.help_sms,SMS commands using Twilio,短信相關命令（Twilio）
Template,comms.help_sms_send,Send an SMS via Twilio.,通過 Twilio 發送短信。
Template,comms.help_status,Show communications service configuration status.,查看通信服務設定狀態。
Template,comms.message_id_label,Message ID:,消息 ID：
Template,comms.message_sid_label,Message SID:,消息 SID：
Template,comms.messaging_service_label,Messaging Service:,消息服務：
Template,comms.not_configured,Not configured,未設定
Template,comms.not_set,Not set,未設置
Template,comms.notes_column,Notes,備注
Template,comms.opt_html,HTML body,HTML 正文
Template,comms.opt_subject,Email subject,郵件主題
Template,comms.opt_text,Plain text body,純文本正文
Template,comms.opt_timeout,Seconds to wait for answer,等待接聽的秒數
Template,comms.phone_number_label,Phone Number:,電話號碼：
Template,comms.provider_column,Provider,供應商
Template,comms.providers_title,Communications Providers,通信服務供應商
Template,comms.quick_start,Quick start:,快速開始：
Template,comms.resend_notes,"Modern email API, great DX",現代郵件 API，開發體驗好
Template,comms.segments_label,Segments:,分段數：
Template,comms.service_status_title,Communications Service Status,通信服務狀態
Template,comms.services_configured_summary,{count}/3 services configured,{count}/3 個服務已設定
Template,comms.set,Set,已設置
Template,comms.signup_links,Sign up links:,注冊鏈接：
Template,comms.sms,SMS,短信
Template,comms.sms_send_failed,Failed to send SMS: {error},短信發送失敗：{error}
Template,comms.sms_sent,SMS sent successfully!,短信發送成功！
Template,comms.sms_twilio_header,SMS (Twilio),短信 (Twilio)
Template,comms.status_label,Status:,狀態：
Template,comms.subject_label,Subject:,主題：
Template,comms.text_or_html_required,Error: Either --text or --html is required,錯誤：必須提供 --text 或 --html 參數
Template,comms.to_label,To:,收件人：
Template,comms.twilio_signup_hint,SMS/Voice: Sign up at https://twilio.com/try-twilio (free trial),短信/語音：前往 https://twilio.com/try-twilio 注冊（免費試用）
Template,comms.twilio_sms_notes,Pay per message after trial,試用後按條計費
Template,comms.twilio_voice_notes,Pay per minute after trial,試用後按分鍾計費
Template,comms.voice,Voice,語音
Template,comms.voice_twilio_header,Voice (Twilio),語音 (Twilio)
Template,comms.warn.resend_api_key,RESEND_API_KEY is not set. Sign up at https://resend.com to get your API key.,未設置 RESEND_API_KEY，請前往 https://resend.com 注冊並獲取 API 密鑰
Template,comms.warn.resend_api_key_send,RESEND_API_KEY is not set. Sign up at https://resend.com and set your API key.,未設置 RESEND_API_KEY，請前往 https://resend.com 注冊並設定 API 密鑰。
Template,comms.warn.resend_from_email,RESEND_FROM_EMAIL is not set. This should be a verified sender email in your Resend account.,未設置 RESEND_FROM_EMAIL，請設定已驗證的發件郵箱
Template,comms.warn.twilio_account_sid,TWILIO_ACCOUNT_SID is not set. Find it in your Twilio Console dashboard.,未設置 TWILIO_ACCOUNT_SID，請在 Twilio 控制臺查看
Template,comms.warn.twilio_auth_token,TWILIO_AUTH_TOKEN is not set. Find it in your Twilio Console dashboard.,未設置 TWILIO_AUTH_TOKEN，請在 Twilio 控制臺查看
Template,comms.warn.twilio_creds,Twilio credentials not set. Set TWILIO_ACCOUNT_SID and TWILIO_AUTH_TOKEN environment variables.,未設置 Twilio 憑據。請設置 TWILIO_ACCOUNT_SID 和 TWILIO_AUTH_TOKEN 環境變量。
Template,comms.warn.twilio_messaging_sid,TWILIO_MESSAGING_SERVICE_SID or TWILIO_PHONE_NUMBER must be set. Messaging Service SID is required for toll-free numbers.,TWILIO_MESSAGING_SERVICE_SID 或 TWILIO_PHONE_NUMBER 必須設置。免費號碼需設定 Messaging Service SID
Template,comms.warn.twilio_phone,TWILIO_PHONE_NUMBER is not set. This should be a Twilio phone number capable of making calls.,未設置 TWILIO_PHONE_NUMBER，請設定支援撥號的 Twilio 號碼
Template,comms.warning,Warning: {message},警告：{message}
Template,docs.components,Components,組件
Template,docs.docs_label,Docs:,文檔：
Template,docs.documentation,Documentation,文檔
Template,docs.guide_label,Guide:,指南：
Template,docs.help,Show documentation links,查看已安裝組件和服務的文檔鏈接
Template,docs.help_show,Display documentation links for installed components and services.,查看已安裝組件和服務的文檔鏈接
Template,docs.no_detected,No components or services detected.,未檢測到任何組件或服務。
Template,docs.services,Services,服務
Template,health.api_error,API returned error {status}: {text},API 返回錯誤 {status}：{text}
Template,health.component_service_tree,Component & Service Tree,組件與服務樹
Template,health.component_tree,Component Tree,組件樹
Template,health.components_label,Components:,組件：
Template,health.connect_error,Cannot connect to API server at {url}. Make sure the application is running with 'make serve' or 'make run-dev'.,無法連接到 API 服務器 {url}。請確保應用正在運行，使用 'make serve' 或 'make run-dev' 啟動。
Template,health.count_healthy,{count} healthy,{count} 個正常
Template,health.count_info,{count} info,{count} 個訊息
Template,health.count_unhealthy,{count} unhealthy,{count} 個異常
Template,health.count_warning,{count} warning,{count} 個警告
Template,health.count_warnings,{count} warnings,{count} 個警告
Template,health.health_pct_label,Health: {pct},健康度：{pct}
Template,health.health_percentage,Health Percentage:,健康百分比：
Template,health.healthy,Healthy,正常
Template,health.help,System health monitoring commands,系統健康相關命令
Template,health.help_probe,Health probe for monitoring — exits 1 if unhealthy (like k8s probes).,健康探測——異常時返回 1（類似 k8s 探針）
Template,health.help_status,Show system health status (always exits 0 for inspection). Use --detailed for component metadata and response times.,查看系統健康狀態（始終返回 0，用於健康檢查）。使用 --detailed 查看組件詳情和響應時間
Template,health.more_tasks,... and {count} more {word},... 還有 {count} 個{word}
Template,health.msg.aegis_issues,Aegis Stack has issues,Aegis Stack 存在問題
Template,health.msg.aegis_ok,Aegis Stack application,Aegis Stack 運行正常
Template,health.msg.ai_disabled,AI service is disabled,AI 服務已禁用
Template,health.msg.ai_ready,AI service ready,AI 服務就緒
Template,health.msg.auth_ok,Auth service configured and ready,認證服務已設定且就緒
Template,health.msg.backend_active,FastAPI backend active,FastAPI 後端運行中
Template,health.msg.cache_not_installed,Cache library not installed,緩存庫未安裝
Template,health.msg.cache_ok,Redis cache connection and operations successful,Redis 緩存連接和操作正常
Template,health.msg.comms_none,No communication providers configured,未設定通信服務
Template,health.msg.comms_ok,Communications service fully configured,通信服務已全部設定
Template,health.msg.comms_partial,Comms service partially configured,通信服務部分設定
Template,health.msg.completed,{count} completed,{count} 個已完成
Template,health.msg.components_issues,Some components have issues,部分組件存在問題
Template,health.msg.components_ok,{count} components available,{count} 個組件正常
Template,health.msg.cpu_usage,CPU usage: {pct}%,CPU 使用：{pct}%
Template,health.msg.db_auth_failed,PostgreSQL authentication failed,PostgreSQL 認證失敗
Template,health.msg.db_failed,Database connection failed,數據庫連接失敗
Template,health.msg.db_module_missing,Database module not available,數據庫模塊不可用
Template,health.msg.db_not_accessible,Database file not accessible,數據庫檔案不可訪問
Template,health.msg.db_not_exist,PostgreSQL database does not exist,PostgreSQL 數據庫不存在
Template,health.msg.db_not_init,Database not initialized - file does not exist,數據庫未初始化——檔案不存在
Template,health.msg.db_not_reachable,PostgreSQL server not reachable,PostgreSQL 服務器無法連接
Template,health.msg.db_ok,Database connection successful,數據庫連接成功
Template,health.msg.disk_usage,Disk usage: {pct}%,磁盤使用：{pct}%
Template,health.msg.failed,{count} failed ({pct}%),{count} 個失敗（{pct}%）
Template,health.msg.idle,idle,空閒
Template,health.msg.memory_usage,Memory usage: {pct}%,內存使用：{pct}%
Template,health.msg.no_active_workers,No active workers,無活躍 Worker
Template,health.msg.no_functions,configured - no functions defined,已設定——未定義任務函數
Template,health.msg.ollama_no_models,Ollama running but no models installed,Ollama 運行中但未安裝模型
Template,health.msg.ollama_not_reachable,Ollama server not reachable,Ollama 服務器無法連接
Template,health.msg.processing,{count} processing,{count} 個處理中
Template,health.msg.queue.load_test,Load testing and performance testing,壓力測試與性能測試
Template,health.msg.queue.media,Image and file processing,圖片與檔案處理
Template,health.msg.queue.system,System maintenance and monitoring tasks,系統維護與監控任務
Template,health.msg.queued,{count} queued,{count} 個排隊中
Template,health.msg.queues_active,({count} active),（{count} 個活躍）
Template,health.msg.queues_configured,{count} functional queues configured,{count} 個功能隊列已設定
Template,health.msg.scheduler_running,Scheduler running with {count} tasks,調度器運行中，{count} 個任務
Template,health.msg.services_issues,Some services have issues,部分服務存在問題
Template,health.msg.services_ok,{count} services available,{count} 個服務正常
Template,health.msg.system_issues,System container has issues,系統容器存在問題
Template,health.msg.system_ok,System container metrics,系統容器指標正常
Template,health.msg.worker_infra,{backend} worker infrastructure,{backend} Worker 基礎設施
Template,health.msg.worker_offline,worker offline - no health check data,Worker 離線——無健康檢查數據
Template,health.msg.workers_active,{active}/{total} workers active,{active}/{total} 個 Worker 活躍
Template,health.no_upcoming_tasks,No upcoming tasks scheduled,沒有即將執行的任務
Template,health.opt_detailed,Show detailed component information,顯示詳細組件訊息
Template,health.opt_json,Output as JSON,以 JSON 格式輸出
Template,health.overall_status,Overall Status:,整體狀態：
Template,health.probe_failed,Health probe failed: {error},健康探測失敗：{error}
Template,health.services_label,Services:,服務：
Template,health.status_failed,Health status failed: {error},健康狀態查詢失敗：{error}
Template,health.sysinfo.containerized,Containerized,容器環境
Template,health.sysinfo.platform,Platform,平臺
Template,health.sysinfo.python_version,Python Version,Python 版本
Template,health.system_healthy,System is healthy,系統正常
Template,health.system_info,System Information,系統訊息
Template,health.system_unhealthy,System is unhealthy,系統不健康
Template,health.system_unhealthy_msg,System is unhealthy,系統不健康
Template,health.task_next_run,{name} - Next: {time},{name} - 下次執行：{time}
Template,health.task_statistics,Task Statistics:,任務統計：
Template,health.task_stats_line,"Total: {total}, Active: {active}, Paused: {paused}",總計：{total}，活躍：{active}，暫停：{paused}
Template,health.task_word,task,任務
Template,health.tasks_word,tasks,任務
Template,health.timeout_error,API request to {url} timed out after {timeout} seconds.,API 請求 {url} 在 {timeout} 秒後超時。
Template,health.timestamp_label,Timestamp:,時間戳：
Template,health.title,System Health,系統健康狀態
Template,health.unhealthy,Unhealthy,不健康
Template,health.unhealthy_label,Unhealthy: {components},異常組件：{components}
Template,health.upcoming_tasks,Upcoming Tasks:,即將執行的任務：
Template,health.zero_components,0 components,0 個組件
Template,llm.and_more_errors,... and {count} more,... 還有 {count} 條
Template,llm.arg_model_id_info,Model ID to get information about,要查看詳情的模型 ID
Template,llm.arg_model_id_use,"Model ID to set as active (e.g., gpt-4o, claude-sonnet-4-20250514)",要設為當前模型的 ID（如 gpt-4o、claude-sonnet-4-20250514）
Template,llm.arg_pattern,Search pattern for model ID or title (case-insensitive),模型 ID 或名稱的搜索關鍵詞（不區分大小寫）
Template,llm.catalog_summary,LLM Catalog Summary,LLM 目錄概覽
Template,llm.context_column,Context,上下文
Template,llm.context_window_label,Context Window:,上下文窗口：
Template,llm.count_column,Count,數量
Template,llm.current_config,Current LLM Configuration,當前 LLM 設定
Template,llm.deployments_row,Deployments,部署
Template,llm.deployments_synced,Deployments Synced,已同步部署
Template,llm.description_label,Description:,描述：
Template,llm.dry_run_mode,Dry run mode - no changes will be saved,試運行模式 - 不會保存任何更改
Template,llm.duration_row,Duration,耗時
Template,llm.enabled_label,Enabled:,已啟用：
Template,llm.errors_header,Errors:,錯誤詳情：
Template,llm.errors_row,Errors,錯誤
Template,llm.help,LLM catalog and model management commands,LLM 目錄與模型管理相關命令
Template,llm.help_current,"Show current LLM configuration from .env, enriched with catalog data.",查看當前 .env 中的 LLM 設定，結合目錄數據顯示。
Template,llm.help_info,Show detailed information about a specific LLM model.,查看指定 LLM 模型的詳細訊息。
Template,llm.help_list,List LLM models from catalog. Requires a search pattern or filter.,搜索 LLM 目錄中的模型。需提供搜索關鍵詞或篩選條件。
Template,llm.help_modalities,List all modalities in the catalog with model counts.,列出目錄中所有能力類型及模型數。
Template,llm.help_status,"Show LLM catalog statistics (vendors, models, deployments, prices).",查看 LLM 目錄統計（供應商、模型、部署、定價）。
Template,llm.help_sync,Sync LLM catalog from cloud APIs or local Ollama into the local database.,從雲端 API 或本地 Ollama 同步 LLM 目錄到本地數據庫。
Template,llm.help_use,Switch to a different LLM model. Updates AI_MODEL in .env.,切換到其他 LLM 模型，更新 .env 中的 AI_MODEL。
Template,llm.help_vendors,List all LLM vendors in the catalog with model counts.,列出目錄中所有 LLM 供應商及模型數。
Template,llm.input_label,Input:,輸入：
Template,llm.input_price_column,Input $/1M,輸入 $/百萬
Template,llm.input_price_label,Input Price:,輸入費用：
Template,llm.max_tokens_label,Max Tokens:,最大 token 數：
Template,llm.metric_column,Metric,指標
Template,llm.modalities_label,Modalities:,能力類型：
Template,llm.modalities_synced,Modalities Synced,已同步能力類型
Template,llm.modalities_title,LLM Modalities ({count} total),LLM 能力類型（共 {count} 個）
Template,llm.modality_column,Modality,能力類型
Template,llm.model_details,Model Details (from catalog),模型詳情（來自目錄）
Template,llm.model_id_column,Model ID,模型 ID
Template,llm.model_id_label,Model ID:,模型 ID：
Template,llm.model_label,Model:,模型：
Template,llm.model_not_found,Model '{model_id}' not found in catalog.,目錄中未找到模型 '{model_id}'。
Template,llm.model_not_in_catalog,Model not found in catalog. Run 'llm sync' to populate.,目錄中未找到該模型，請運行 'llm sync' 導入數據。
Template,llm.models_added,Models Added,新增模型
Template,llm.models_column,Models,模型數
Template,llm.models_row,Models,模型
Template,llm.models_title,LLM Models ({count} results),LLM 模型（{count} 條結果）
Template,llm.models_updated,Models Updated,更新模型
Template,llm.no_modalities,No modalities found. Run 'llm sync' first.,未找到能力類型，請先運行 'llm sync'。
Template,llm.no_models_found,No models found matching your criteria.,沒有找到匹配的模型。
Template,llm.no_vendors,No vendors found. Run 'llm sync' first.,未找到供應商，請先運行 'llm sync'。
Template,llm.opt_all,Include disabled models,包含已禁用的模型
Template,llm.opt_dry_run,Preview changes without modifying the database,預覽變更，不修改數據庫
Template,llm.opt_force,Skip catalog validation and allow any model string,跳過目錄驗證，允許任意模型字符串
Template,llm.opt_limit,Maximum number of results,最大返回結果數
Template,llm.opt_mode,"Mode filter: 'chat', 'embedding', or 'all'",模式篩選：'chat'、'embedding' 或 'all'
Template,llm.opt_refresh,Truncate all LLM tables before syncing (full refresh),同步前清空所有 LLM 數據表（完整刷新）
Template,llm.opt_source,"Data source: 'cloud' (OpenRouter/LiteLLM), 'ollama', or 'all'",數據來源：'cloud'（OpenRouter/LiteLLM）、'ollama' 或 'all'
Template,llm.output_label,Output:,輸出：
Template,llm.output_price_column,Output $/1M,輸出 $/百萬
Template,llm.output_price_label,Output Price:,輸出費用：
Template,llm.per_million_tokens,/ 1M tokens,/ 百萬 token
Template,llm.prices_row,Prices,定價
Template,llm.prices_synced,Prices Synced,已同步定價
Template,llm.pricing_header,Pricing (per 1M tokens),定價（每百萬 token）
Template,llm.provide_filter,Please provide a search pattern or filter.,請提供搜索關鍵詞或篩選條件。
Template,llm.provider_label,Provider:,供應商：
Template,llm.refresh_dry_run,Refresh requested - would truncate all LLM tables,已請求刷新 - 將清空所有 LLM 數據表
Template,llm.released_column,Released,發布日期
Template,llm.released_label,Released:,發布日期：
Template,llm.run_sync_hint,Run 'llm sync' to populate the catalog.,請運行 'llm sync' 導入模型目錄。
Template,llm.streamable_label,Streamable:,支援流式：
Template,llm.switching_model,Switching to {model_id},正在切換到 {model_id}
Template,llm.sync_results,Sync Results,同步結果
Template,llm.sync_results_dry_run,Sync Results (Dry Run),同步結果（試運行）
Template,llm.syncing_catalog,Syncing LLM catalog (mode={mode}),正在同步 LLM 目錄（模式={mode}）
Template,llm.syncing_catalog_all,"Syncing LLM catalog (mode={mode}, source=all)",正在同步 LLM 目錄（模式={mode}，來源=全部）
Template,llm.syncing_ollama,Syncing Ollama models,正在同步 Ollama 模型
Template,llm.temperature_label,Temperature:,溫度：
Template,llm.tokens_unit,tokens,token
Template,llm.top_vendors,Top Vendors by Model Count,模型數量最多的供應商
Template,llm.vendor_column,Vendor,供應商
Template,llm.vendor_label,Vendor:,供應商：
Template,llm.vendors_added,Vendors Added,新增供應商
Template,llm.vendors_row,Vendors,供應商
Template,llm.vendors_title,LLM Vendors ({count} total),LLM 供應商（共 {count} 個）
Template,llm.vendors_updated,Vendors Updated,更新供應商
Template,loadtest.analysis_panel,Load Test Analysis,壓力測試分析
Template,loadtest.arg_task_id,Load test task ID,壓力測試任務 ID
Template,loadtest.arg_test_type,Specific test type to show info for,要查看的測試類型
Template,loadtest.aspect_column,Aspect,維度
Template,loadtest.aspect_efficiency,Efficiency,效率
Template,loadtest.aspect_queue_pressure,Queue Pressure,隊列壓力
Template,loadtest.aspect_throughput,Throughput,吞吐量
Template,loadtest.available_types,Available Load Test Types,可用的壓力測試類型
Template,loadtest.available_types_list,Available types:,可用類型：
Template,loadtest.check_results,Check results:,查看結果：
Template,loadtest.check_results_later,Use this command to check results later:,稍後查看結果：
Template,loadtest.check_results_manual,Check results manually:,手動查看結果：
Template,loadtest.check_task_hint,Check that the task ID is correct and the test has completed,請確認任務 ID 正確且測試已完成
Template,loadtest.completed,Load test completed!,測試完成！
Template,loadtest.completed_progress,Load test completed!,測試完成！
Template,loadtest.config_batch_detail,{size} tasks per batch,每批 {size} 個任務
Template,loadtest.config_batching,Batching:,批次：
Template,loadtest.config_delay,Delay:,延遲：
Template,loadtest.config_delay_detail,{ms}ms between batches,批次間隔 {ms}ms
Template,loadtest.config_queue,Queue:,隊列：
Template,loadtest.config_tasks,Tasks:,任務數：
Template,loadtest.config_tasks_detail,{count} {type} tasks,{count} 個 {type} 任務
Template,loadtest.config_title,Test Configuration,測試設定
Template,loadtest.cpu_failed,CPU test failed:,CPU 測試失敗：
Template,loadtest.cpu_started,CPU test started!,CPU 測試已啟動！
Template,loadtest.desc_efficiency,Task completion rate,任務完成率
Template,loadtest.desc_queue_pressure,Queue saturation level,隊列飽和程度
Template,loadtest.desc_throughput,Task processing speed,任務處理速度
Template,loadtest.description_column,Description,說明
Template,loadtest.detail_duration,Total test duration,總耗時
Template,loadtest.detail_failure_rate,Percentage of failed tasks,失敗任務百分比
Template,loadtest.detail_status,Test execution status,測試執行狀態
Template,loadtest.detail_tasks_completed,Successfully completed,成功完成
Template,loadtest.detail_tasks_failed,Failed during execution,執行失敗
Template,loadtest.detail_tasks_sent,Total tasks enqueued,入隊任務總數
Template,loadtest.detail_throughput,Average task completion rate,平均任務完成速率
Template,loadtest.details_column,Details,說明
Template,loadtest.enqueued,Load test enqueued successfully!,壓力測試已入隊！
Template,loadtest.error_label,Error:,錯誤：
Template,loadtest.examples_label,Examples:,示例：
Template,loadtest.failed_title,Load Test Failed,壓力測試失敗
Template,loadtest.help,Load testing commands for worker performance analysis,Worker 性能壓力測試相關命令
Template,loadtest.help_cpu,Quick CPU-intensive load test with optimized defaults.,使用優化默認值的 CPU 密集型快速壓力測試。
Template,loadtest.help_info,Display information about available load test types and their characteristics.,查看可用的壓力測試類型及其特性說明。
Template,loadtest.help_io,Quick I/O simulation load test with optimized defaults.,使用優化默認值的 I/O 模擬快速壓力測試。
Template,loadtest.help_memory,Quick memory allocation load test with optimized defaults.,使用優化默認值的內存分配快速壓力測試。
Template,loadtest.help_results,Display results and analysis for a completed load test.,查看已完成壓力測試的結果和分析。
Template,loadtest.help_run,Run a customizable load test with full control over configuration.,運行自定義壓力測試，完全控制設定參數。
Template,loadtest.io_failed,I/O test failed:,I/O 測試失敗：
Template,loadtest.io_started,I/O test started!,I/O 測試已啟動！
Template,loadtest.memory_failed,Memory test failed:,內存測試失敗：
Template,loadtest.memory_started,Memory test started!,內存測試已啟動！
Template,loadtest.metric_column,Metric,指標
Template,loadtest.metric_duration,Duration,耗時
Template,loadtest.metric_failure_rate,Failure Rate,失敗率
Template,loadtest.metric_status,Status,狀態
Template,loadtest.metric_tasks_completed,Tasks Completed,已完成任務
Template,loadtest.metric_tasks_failed,Tasks Failed,失敗任務
Template,loadtest.metric_tasks_sent,Tasks Sent,已發送任務
Template,loadtest.metric_throughput,Throughput,吞吐量
Template,loadtest.next_steps,Next steps:,後續操作：
Template,loadtest.no_results,No results found for task ID:,未找到該任務 ID 的結果：
Template,loadtest.no_summary,No summary available,暫無概要訊息
Template,loadtest.opt_batch_size,Tasks per batch,每批任務數
Template,loadtest.opt_cpu_tasks,Number of CPU tasks,CPU 測試任務數量
Template,loadtest.opt_delay,Delay between batches (ms),批次間延遲（毫秒）
Template,loadtest.opt_detailed,Show detailed analysis and metrics,顯示詳細分析和指標
Template,loadtest.opt_io_tasks,Number of I/O tasks,I/O 測試任務數量
Template,loadtest.opt_json,Output results in JSON format,以 JSON 格式輸出結果
Template,loadtest.opt_memory_tasks,Number of memory tasks,內存測試任務數量
Template,loadtest.opt_num_tasks,Number of tasks to spawn,要生成的任務數量
Template,loadtest.opt_queue,Target queue for testing,目標測試隊列
Template,loadtest.opt_queue_results,Queue where test was run,測試運行的隊列
Template,loadtest.opt_task_type,Type of load test to run,壓力測試類型
Template,loadtest.opt_timeout,Timeout for waiting (seconds),等待超時時間（秒）
Template,loadtest.opt_wait,Wait for test completion and show results,等待測試完成並顯示結果
Template,loadtest.opt_wait_short,Wait for completion,等待完成
Template,loadtest.panel_setup,Load Test Setup,壓力測試設定
Template,loadtest.perf_analysis_title,Performance Analysis,性能分析
Template,loadtest.perf_summary,Performance Summary,性能概要
Template,loadtest.pressure.high,high,高
Template,loadtest.pressure.low,low,低
Template,loadtest.pressure.medium,medium,中
Template,loadtest.quick_cpu_tasks,{count} CPU-intensive tasks,{count} 個 CPU 密集型任務
Template,loadtest.quick_cpu_title,Quick CPU Load Test,CPU 快速壓力測試
Template,loadtest.quick_cpu_work,Fibonacci + math operations + prime checking,斐波那契 + 數學運算 + 素數檢測
Template,loadtest.quick_io_tasks,{count} I/O simulation tasks,{count} 個 I/O 模擬任務
Template,loadtest.quick_io_title,Quick I/O Load Test,I/O 快速壓力測試
Template,loadtest.quick_io_work,Network delays + concurrent async + file operations,網絡延遲 + 異步並發 + 檔案操作
Template,loadtest.quick_memory_tasks,{count} memory allocation tasks,{count} 個內存分配任務
Template,loadtest.quick_memory_title,Quick Memory Load Test,內存快速壓力測試
Template,loadtest.quick_memory_work,Data structures + allocation patterns + GC testing,數據結構 + 內存分配模式 + GC 測試
Template,loadtest.rating.excellent,excellent,優秀
Template,loadtest.rating.fair,fair,一般
Template,loadtest.rating.good,good,良好
Template,loadtest.rating.poor,poor,較低
