Source,Key,English,Korean
Template,ai.no_api_key_configured,No {var} configured,{var}이(가) 설정되지 않았습니다
Template,ai.no_conversations,No conversations found for user: {user_id},사용자의 대화를 찾을 수 없습니다: {user_id}
Template,ai.no_model_usage,No model usage data available.,사용 가능한 모델 사용 데이터가 없습니다.
Template,ai.no_recent_activity,No recent activity.,최근 활동이 없습니다.
Template,ai.no_response_content,(No response content),(응답 내용 없음)
Template,ai.no_token_usage,No token usage recorded.,기록된 토큰 사용량이 없습니다.
Template,ai.ok,OK,확인
Template,ai.online,Online,온라인
Template,ai.openai_voices,OpenAI Voices:,OpenAI 음성:
Template,ai.opt_collection,RAG collection to search,검색할 RAG 컬렉션
Template,ai.opt_conversation_id,Continue existing conversation,기존 대화 계속하기
Template,ai.opt_filter_user_id,Filter by user ID,사용자 ID로 필터링
Template,ai.opt_json,Output raw JSON,JSON 원본 출력
Template,ai.opt_language,"Language code (e.g., 'en', 'es')","언어 코드 (예: 'en', 'es')"
Template,ai.opt_limit,Number of conversations to show,표시할 대화 수
Template,ai.opt_new,Start a fresh conversation (don't resume),새 대화 시작 (이어가지 않음)
Template,ai.opt_output_file,Output file path,출력 파일 경로
Template,ai.opt_output_recording,Save recording to file (default: temp file),녹음 파일 저장 (기본값: 임시 파일)
Template,ai.opt_rag,Enable RAG (auto-enables if collections exist),RAG 활성화 (컬렉션이 있으면 자동 활성화)
Template,ai.opt_rag_inject,Enable RAG context injection,RAG 컨텍스트 주입 활성화
Template,ai.opt_rag_send,Enable RAG context injection (requires --send),RAG 컨텍스트 주입 활성화 (--send 필요)
Template,ai.opt_recent,Number of recent activities to show,표시할 최근 활동 수
Template,ai.opt_send,Send transcription to AI agent,텍스트 변환 결과를 AI 에이전트에 전송
Template,ai.opt_set_default,Set as default provider after adding,추가 후 기본 제공자로 설정
Template,ai.opt_skip_api_key,Skip API key configuration,API 키 설정 건너뛰기
Template,ai.opt_sources,Show source references in output,출력에 출처 참조 표시
Template,ai.opt_speed,Speech speed (0.25-4.0),음성 속도 (0.25-4.0)
Template,ai.opt_stream,Enable streaming output,스트리밍 출력 활성화
Template,ai.opt_top_k,Number of RAG results to use,사용할 RAG 결과 수
Template,ai.opt_url,API base URL (default: localhost:8000),API 기본 URL (기본값: localhost:8000)
Template,ai.opt_user_id,User identifier,사용자 식별자
Template,ai.opt_verbose,Show conversation metadata,대화 메타데이터 표시
Template,ai.opt_voice,"Voice to use (alloy, echo, fable, onyx, nova, shimmer)","사용할 음성 (alloy, echo, fable, onyx, nova, shimmer)"
Template,ai.opt_voice_mode,Summarize response for spoken output,음성 출력용으로 응답 요약
Template,ai.opt_voice_response,Play TTS response (requires --send),TTS 응답 재생 (--send 필요)
Template,ai.opt_yes,Skip confirmation prompts,확인 프롬프트 건너뛰기
Template,ai.output_tokens,Output:,출력:
Template,ai.preparing_voice,Preparing voice response...,음성 응답 준비 중...
Template,ai.prov_current,Current,현재 사용 중
Template,ai.prov_current_local,Current (Local),현재 사용 중 (로컬)
Template,ai.prov_current_need_key,Current (Need API key),현재 사용 중 (API 키 필요)
Template,ai.prov_current_not_installed,Current (Not installed),현재 사용 중 (미설치)
Template,ai.prov_error,Error,오류
Template,ai.prov_local,Local,로컬
Template,ai.prov_na,N/A,해당 없음
Template,ai.prov_need_key,Need API key,API 키 필요
Template,ai.prov_no,No,아니오
Template,ai.prov_not_installed,Not installed,미설치
Template,ai.prov_ready,Ready,준비됨
Template,ai.prov_yes,Yes,예
Template,ai.provider_added,Provider added successfully!,제공자가 추가되었습니다!
Template,ai.provider_info,Provider: {provider},제공자: {provider}
Template,ai.provider_label,Provider:,제공자:
Template,ai.provider_not_installed,Provider not installed: {provider},제공자가 설치되지 않았습니다: {provider}
Template,ai.provider_set,AI_PROVIDER set to {provider},AI_PROVIDER가 {provider}(으)로 설정되었습니다
Template,ai.providers_tip,Tip: Run '{app} ai add-provider <name>' to install missing providers.,팁: '{app} ai add-provider <이름>'을 실행하여 누락된 제공자를 설치하세요.
Template,ai.providers_title,AI Providers,AI 제공자
Template,ai.rag_get_started,To get started:,시작하려면:
Template,ai.rag_list_hint,Tip: Run '{app} rag list' to see existing collections.,팁: '{app} rag list'로 기존 컬렉션을 확인하세요.
Template,ai.rag_requires_content,RAG requires indexed content.,RAG를 사용하려면 인덱싱된 콘텐츠가 필요합니다.
Template,ai.rag_step_index,1. Index your codebase:,1. 코드베이스를 인덱싱하세요:
Template,ai.rag_step_query,2. Query with the collection:,2. 컬렉션으로 쿼리하세요:
Template,ai.recent_activity,Recent Activity,최근 활동
Template,ai.recording,Recording...,녹음 중...
Template,ai.recording_cancelled,Recording cancelled,녹음이 취소되었습니다
Template,ai.recording_failed,Recording failed - no audio captured,녹음 실패 — 오디오가 캡처되지 않았습니다
Template,ai.recording_hint,"Press ENTER to stop recording, Ctrl+C to cancel","Enter를 눌러 녹음 중지, Ctrl+C로 취소"
Template,ai.recording_requires,Audio recording requires sounddevice and soundfile packages.,오디오 녹음에는 sounddevice 및 soundfile 패키지가 필요합니다.
Template,ai.response_label,Response:,응답:
Template,ai.response_time_label,Response time:,응답 시간:
Template,ai.resuming_conversation,Resuming conversation {id}... (use --new for fresh start),대화 {id}을(를) 이어갑니다... (새 대화는 --new 사용)
Template,ai.run_first,Run this command first:,먼저 이 명령어를 실행하세요:
Template,ai.run_to_install,Run '{command}' to install it.,'{command}'를 실행하여 설치하세요.
Template,ai.sending_to_agent,Sending to agent...,에이전트에 전송 중...
Template,ai.sources_label,Sources:,출처:
Template,ai.speech_duration,Duration: {duration}s,길이: {duration}초
Template,ai.speech_format,Format: {format},형식: {format}
Template,ai.speech_saved,Speech saved to: {path},음성 저장됨: {path}
Template,ai.speech_size,Size: {size} bytes,크기: {size} 바이트
Template,ai.speed_label,Speed:,속도:
Template,ai.status_label,Status:,상태:
Template,ai.status_title,AI Service Status,AI 서비스 상태
Template,ai.streaming_supported,Streaming supported,스트리밍 지원
Template,ai.stt_status_title,STT Service Status,STT 서비스 상태
Template,ai.supported_formats,Supported formats: {formats},지원 형식: {formats}
Template,ai.svc_initialized,Initialized,초기화됨
Template,ai.svc_not_initialized,Not initialized (lazy-loaded),미초기화 (지연 로딩)
Template,ai.switch_anyway,Switch anyway?,그래도 전환하시겠습니까?
Template,ai.switched_to,Switched to {provider}!,{provider}(으)로 전환했습니다!
Template,ai.switching_to,Switching to {provider} provider...,{provider} 제공자로 전환 중...
Template,ai.synthesizing,Synthesizing speech...,음성 합성 중...
Template,ai.temperature_label,Temperature:,온도:
Template,ai.test_with,"Test with: {app} ai chat ""Hello""","다음으로 테스트하세요: {app} ai chat ""안녕하세요"""
Template,ai.thinking,Thinking...,생각 중...
Template,ai.timeout_error,Request timed out. Try a faster model or increase AI_TIMEOUT_SECONDS.,요청 시간이 초과되었습니다. 더 빠른 모델을 사용하거나 AI_TIMEOUT_SECONDS를 늘려보세요.
Template,ai.timeout_label,Timeout Error: {error},시간 초과 오류: {error}
Template,ai.tip_label,Tip:,팁:
Template,ai.title_label,Title: {title},제목: {title}
Template,ai.to_configure_key,to configure your API key,API 키를 설정하려면
Template,ai.token_breakdown,Token Breakdown,토큰 내역
Template,ai.transcribing,Transcribing...,텍스트 변환 중...
Template,ai.transcribing_audio,Transcribing audio...,오디오 텍스트 변환 중...
Template,ai.transcription_label,Transcription:,텍스트 변환:
Template,ai.tts_status_title,TTS Service Status,TTS 서비스 상태
Template,ai.unsupported_format,Unsupported format: {ext},지원하지 않는 형식: {ext}
Template,ai.usage_success_rate,Success Rate:,성공률:
Template,ai.usage_title,AI Usage Summary,AI 사용량 요약
Template,ai.usage_total_cost,Total Cost:,총 비용:
Template,ai.usage_total_requests,Total Requests:,총 요청:
Template,ai.usage_total_tokens,Total Tokens:,총 토큰:
Template,ai.using_mic,Using microphone: {name} @ {rate}Hz,마이크 사용 중: {name} @ {rate}Hz
Template,ai.valid_providers,Valid providers: {names},유효한 제공자: {names}
Template,ai.voice_hint,Full response available with --no-voice flag,--no-voice 플래그로 전체 응답을 확인할 수 있습니다
Template,ai.voice_label,Voice:,음성:
Template,auth.auto_generated_email,Auto-generated email: {email} (next in sequence),자동 생성된 이메일: {email} (다음 순번)
Template,auth.count_must_be_positive,Error: Count must be greater than 0,오류: 수량은 0보다 커야 합니다
Template,auth.create_user_failed,Error: Failed to create test user: {error},오류: 테스트 사용자 생성 실패: {error}
Template,auth.create_users_failed,Error: Failed to create test users: {error},오류: 테스트 사용자 일괄 생성 실패: {error}
Template,auth.created_column,Created,생성일
Template,auth.created_label,Created:,생성됨:
Template,auth.creating_users,Creating {count} test users with prefix '{prefix}'...,'{prefix}' 접두사로 테스트 사용자 {count}명 생성 중...
Template,auth.email_label,Email,이메일
Template,auth.found_users,Found {count} user(s):,{count}명의 사용자를 찾았습니다:
Template,auth.help,Authentication management commands,인증 관리 명령어
Template,auth.help_create_test_user,Create a test user for development and testing.,개발 및 테스트용 테스트 사용자를 생성합니다.
Template,auth.help_create_test_users,Create multiple test users for development and testing.,개발 및 테스트용 테스트 사용자를 여러 명 생성합니다.
Template,auth.help_list_users,List all users in the system.,시스템의 모든 사용자를 표시합니다.
Template,auth.list_users_failed,Error: Failed to list users: {error},오류: 사용자 목록 조회 실패: {error}
Template,auth.name_label,Name,이름
Template,auth.no_users_found,No users found.,사용자를 찾을 수 없습니다.
Template,auth.opt_count,Number of test users to create,생성할 테스트 사용자 수
Template,auth.opt_domain,Email domain for auto-generated emails,자동 생성 이메일의 도메인
Template,auth.opt_email,"User email address (auto-increment: test@example.com, test1@example.com, etc.)","사용자 이메일 주소 (자동 증가: test@example.com, test1@example.com 등)"
Template,auth.opt_full_name,User full name,사용자 전체 이름
Template,auth.opt_password,User password (generated if not provided),사용자 비밀번호 (미지정 시 자동 생성)
Template,auth.opt_prefix,Email prefix for auto-generated emails,자동 생성 이메일의 접두사
Template,auth.opt_shared_password,Shared password (generated if not provided),공용 비밀번호 (미지정 시 자동 생성)
Template,auth.password_auto_generated,Password was auto-generated. Save it for testing!,비밀번호가 자동 생성되었습니다. 테스트용으로 저장해 두세요!
Template,auth.password_label,Password,비밀번호
Template,auth.ready_to_test,Ready to test auth endpoints at http://localhost:8000/docs,http://localhost:8000/docs 에서 인증 엔드포인트를 테스트할 수 있습니다
Template,auth.shared_password,Shared password:,공용 비밀번호:
Template,auth.user_already_exists,Error: User with email '{email}' already exists,오류: '{email}' 이메일의 사용자가 이미 존재함
Template,auth.user_created,Test user created successfully!,테스트 사용자가 생성되었습니다!
Template,auth.user_details_title,User Details,사용자 정보
Template,auth.user_id_label,User ID,사용자 ID
Template,auth.users_created,Successfully created {count} test users!,테스트 사용자 {count}명을 생성했습니다!
Template,auth.users_title,Users,사용자
Template,chat.disable_rag,Disable RAG,RAG 비활성화
Template,chat.hide_source_references,Hide source references,출처 참조 숨기기
Template,chat.show_source_references,Show source references,출처 참조 표시
Template,comms.account_sid_label,Account SID:,계정 SID:
Template,comms.api_key_label,API Key:,API 키:
Template,comms.arg_body,SMS message body,SMS 메시지 본문
Template,comms.arg_to_email,Recipient email address,수신자 이메일 주소
Template,comms.arg_to_phone,Recipient phone number (E.164 format),수신자 전화번호 (E.164 형식)
Template,comms.arg_twiml_url,URL returning TwiML instructions,TwiML 지침을 반환하는 URL
Template,comms.auth_token_label,Auth Token:,인증 토큰:
Template,comms.call_failed,Failed to make call: {error},통화 실패: {error}
Template,comms.call_initiated,Call initiated successfully!,통화 시작됨!
Template,comms.call_sid_label,Call SID:,통화 SID:
Template,comms.call_status_label,Status:,상태:
Template,comms.channel_column,Channel,채널
Template,comms.configuration_error,Configuration error: {error},설정 오류: {error}
Template,comms.configured,Configured,구성됨
Template,comms.email,Email,이메일
Template,comms.email_resend_header,Email (Resend),이메일 (Resend)
Template,comms.email_send_failed,Failed to send email: {error},이메일 발송 실패: {error}
Template,comms.email_sent,Email sent successfully!,이메일 발송 완료!
Template,comms.email_signup_hint,Email: Sign up at https://resend.com (free tier available),이메일: https://resend.com 에서 가입하세요 (무료 플랜 제공)
Template,comms.free_tier_100_day,100/day,일 100건
Template,comms.free_tier_15_trial,$15 trial,$15 체험
Template,comms.free_tier_column,Free Tier,무료 플랜
Template,comms.from_email_label,From Email:,발신 이메일:
Template,comms.help,"Communications service commands (email, SMS, voice)","통신 서비스 명령어 (이메일, SMS, 음성)"
Template,comms.help_call,Voice call commands using Twilio,Twilio를 사용하는 음성 통화 명령어
Template,comms.help_call_make,Make a voice call via Twilio.,Twilio를 통해 음성 통화를 합니다.
Template,comms.help_email,Email commands using Resend,Resend를 사용하는 이메일 명령어
Template,comms.help_email_send,Send an email via Resend.,Resend를 통해 이메일을 발송합니다.
Template,comms.help_providers,Show available communications providers.,사용 가능한 통신 제공자를 표시합니다.
Template,comms.help_sms,SMS commands using Twilio,Twilio를 사용하는 SMS 명령어
Template,comms.help_sms_send,Send an SMS via Twilio.,Twilio를 통해 SMS를 발송합니다.
Template,comms.help_status,Show communications service configuration status.,통신 서비스 설정 상태를 표시합니다.
Template,comms.message_id_label,Message ID:,메시지 ID:
Template,comms.message_sid_label,Message SID:,메시지 SID:
Template,comms.messaging_service_label,Messaging Service:,메시징 서비스:
Template,comms.not_configured,Not configured,미구성
Template,comms.not_set,Not set,미설정
Template,comms.notes_column,Notes,비고
Template,comms.opt_html,HTML body,HTML 본문
Template,comms.opt_subject,Email subject,이메일 제목
Template,comms.opt_text,Plain text body,일반 텍스트 본문
Template,comms.opt_timeout,Seconds to wait for answer,응답 대기 시간 (초)
Template,comms.phone_number_label,Phone Number:,전화번호:
Template,comms.provider_column,Provider,제공자
Template,comms.providers_title,Communications Providers,통신 제공자
Template,comms.quick_start,Quick start:,빠른 시작:
Template,comms.resend_notes,"Modern email API, great DX","모던 이메일 API, 우수한 개발자 경험"
Template,comms.segments_label,Segments:,세그먼트:
Template,comms.service_status_title,Communications Service Status,통신 서비스 상태
Template,comms.services_configured_summary,{count}/3 services configured,{count}/3개 서비스 구성됨
Template,comms.set,Set,설정됨
Template,comms.signup_links,Sign up links:,가입 링크:
Template,comms.sms,SMS,SMS
Template,comms.sms_send_failed,Failed to send SMS: {error},SMS 발송 실패: {error}
Template,comms.sms_sent,SMS sent successfully!,SMS 발송 완료!
Template,comms.sms_twilio_header,SMS (Twilio),SMS (Twilio)
Template,comms.status_label,Status:,상태:
Template,comms.subject_label,Subject:,제목:
Template,comms.text_or_html_required,Error: Either --text or --html is required,오류: --text 또는 --html 중 하나는 필수입니다
Template,comms.to_label,To:,수신:
Template,comms.twilio_signup_hint,SMS/Voice: Sign up at https://twilio.com/try-twilio (free trial),SMS/음성: https://twilio.com/try-twilio 에서 가입하세요 (무료 체험)
Template,comms.twilio_sms_notes,Pay per message after trial,체험 이후 메시지당 과금
Template,comms.twilio_voice_notes,Pay per minute after trial,체험 이후 분당 과금
Template,comms.voice,Voice,음성
Template,comms.voice_twilio_header,Voice (Twilio),음성 (Twilio)
Template,comms.warn.resend_api_key,RESEND_API_KEY is not set. Sign up at https://resend.com to get your API key.,RESEND_API_KEY가 설정되지 않았습니다. https://resend.com 에서 가입하여 API 키를 받으세요.
Template,comms.warn.resend_api_key_send,RESEND_API_KEY is not set. Sign up at https://resend.com and set your API key.,RESEND_API_KEY가 설정되지 않았습니다. https://resend.com 에서 가입하여 API 키를 설정하세요.
Template,comms.warn.resend_from_email,RESEND_FROM_EMAIL is not set. This should be a verified sender email in your Resend account.,RESEND_FROM_EMAIL이 설정되지 않았습니다. Resend 계정에서 인증된 발신자 이메일이어야 합니다.
Template,comms.warn.twilio_account_sid,TWILIO_ACCOUNT_SID is not set. Find it in your Twilio Console dashboard.,TWILIO_ACCOUNT_SID가 설정되지 않았습니다. Twilio Console 대시보드에서 확인하세요.
Template,comms.warn.twilio_auth_token,TWILIO_AUTH_TOKEN is not set. Find it in your Twilio Console dashboard.,TWILIO_AUTH_TOKEN이 설정되지 않았습니다. Twilio Console 대시보드에서 확인하세요.
Template,comms.warn.twilio_creds,Twilio credentials not set. Set TWILIO_ACCOUNT_SID and TWILIO_AUTH_TOKEN environment variables.,Twilio 인증 정보가 설정되지 않았습니다. TWILIO_ACCOUNT_SID 및 TWILIO_AUTH_TOKEN 환경 변수를 설정하세요.
Template,comms.warn.twilio_messaging_sid,TWILIO_MESSAGING_SERVICE_SID or TWILIO_PHONE_NUMBER must be set. Messaging Service SID is required for toll-free numbers.,TWILIO_MESSAGING_SERVICE_SID 또는 TWILIO_PHONE_NUMBER를 설정해야 합니다. 수신자부담 번호는 Messaging Service SID가 필요합니다.
Template,comms.warn.twilio_phone,TWILIO_PHONE_NUMBER is not set. This should be a Twilio phone number capable of making calls.,TWILIO_PHONE_NUMBER가 설정되지 않았습니다. 통화 기능이 있는 Twilio 전화번호여야 합니다.
Template,comms.warning,Warning: {message},경고: {message}
Template,docs.components,Components,컴포넌트
Template,docs.docs_label,Docs:,문서:
Template,docs.documentation,Documentation,문서
Template,docs.guide_label,Guide:,가이드:
Template,docs.help,Show documentation links,문서 링크 표시
Template,docs.help_show,Display documentation links for installed components and services.,설치된 컴포넌트 및 서비스의 문서 링크를 표시합니다.
Template,docs.no_detected,No components or services detected.,감지된 컴포넌트나 서비스가 없습니다.
Template,docs.services,Services,서비스
Template,health.api_error,API returned error {status}: {text},API 오류 {status}: {text}
Template,health.component_service_tree,Component & Service Tree,컴포넌트 및 서비스 트리
Template,health.component_tree,Component Tree,컴포넌트 트리
Template,health.components_label,Components:,컴포넌트:
Template,health.connect_error,Cannot connect to API server at {url}. Make sure the application is running with 'make serve' or 'make run-dev'.,{url}의 API 서버에 연결할 수 없습니다. 'make serve' 또는 'make run-dev'로 애플리케이션이 실행 중인지 확인하세요.
Template,health.count_healthy,{count} healthy,{count}개 정상
Template,health.count_info,{count} info,{count}개 정보
Template,health.count_unhealthy,{count} unhealthy,{count}개 비정상
Template,health.count_warning,{count} warning,{count}개 경고
Template,health.count_warnings,{count} warnings,{count}개 경고
Template,health.health_pct_label,Health: {pct},상태: {pct}
Template,health.health_percentage,Health Percentage:,정상 비율:
Template,health.healthy,Healthy,정상
Template,health.help,System health monitoring commands,시스템 상태 모니터링 명령어
Template,health.help_probe,Health probe for monitoring — exits 1 if unhealthy (like k8s probes).,모니터링용 상태 프로브 — 비정상이면 종료 코드 1 (k8s 프로브와 동일).
Template,health.help_status,Show system health status (always exits 0 for inspection). Use --detailed for component metadata and response times.,시스템 상태를 표시합니다 (검사용으로 항상 종료 코드 0). --detailed로 컴포넌트 메타데이터와 응답 시간을 확인할 수 있습니다.
Template,health.more_tasks,... and {count} more {word},... 외 {count}개 {word}
Template,health.msg.aegis_issues,Aegis Stack has issues,Aegis Stack에 문제가 있습니다
Template,health.msg.aegis_ok,Aegis Stack application,Aegis Stack 애플리케이션
Template,health.msg.ai_disabled,AI service is disabled,AI 서비스 비활성화됨
Template,health.msg.ai_ready,AI service ready,AI 서비스 준비됨
Template,health.msg.auth_ok,Auth service configured and ready,인증 서비스 구성 완료 및 준비됨
Template,health.msg.backend_active,FastAPI backend active,FastAPI 백엔드 활성
Template,health.msg.cache_not_installed,Cache library not installed,캐시 라이브러리가 설치되지 않았습니다
Template,health.msg.cache_ok,Redis cache connection and operations successful,Redis 캐시 연결 및 작업 성공
Template,health.msg.comms_none,No communication providers configured,구성된 통신 제공자 없음
Template,health.msg.comms_ok,Communications service fully configured,통신 서비스 전체 구성 완료
Template,health.msg.comms_partial,Comms service partially configured,통신 서비스 부분 구성됨
Template,health.msg.completed,{count} completed,{count}개 완료
Template,health.msg.components_issues,Some components have issues,일부 컴포넌트에 문제가 있습니다
Template,health.msg.components_ok,{count} components available,{count}개 컴포넌트 사용 가능
Template,health.msg.cpu_usage,CPU usage: {pct}%,CPU 사용량: {pct}%
Template,health.msg.db_auth_failed,PostgreSQL authentication failed,PostgreSQL 인증 실패
Template,health.msg.db_failed,Database connection failed,데이터베이스 연결 실패
Template,health.msg.db_module_missing,Database module not available,데이터베이스 모듈을 사용할 수 없습니다
Template,health.msg.db_not_accessible,Database file not accessible,데이터베이스 파일에 접근할 수 없습니다
Template,health.msg.db_not_exist,PostgreSQL database does not exist,PostgreSQL 데이터베이스가 존재하지 않습니다
Template,health.msg.db_not_init,Database not initialized - file does not exist,데이터베이스가 초기화되지 않았습니다 — 파일이 존재하지 않습니다
Template,health.msg.db_not_reachable,PostgreSQL server not reachable,PostgreSQL 서버에 연결할 수 없습니다
Template,health.msg.db_ok,Database connection successful,데이터베이스 연결 성공
Template,health.msg.disk_usage,Disk usage: {pct}%,디스크 사용량: {pct}%
Template,health.msg.failed,{count} failed ({pct}%),{count}개 실패 ({pct}%)
Template,health.msg.idle,idle,대기 중
Template,health.msg.memory_usage,Memory usage: {pct}%,메모리 사용량: {pct}%
Template,health.msg.no_active_workers,No active workers,활성 워커 없음
Template,health.msg.no_functions,configured - no functions defined,구성됨 — 정의된 함수 없음
Template,health.msg.ollama_no_models,Ollama running but no models installed,Ollama 실행 중이지만 설치된 모델이 없습니다
Template,health.msg.ollama_not_reachable,Ollama server not reachable,Ollama 서버에 연결할 수 없습니다
Template,health.msg.processing,{count} processing,{count}개 처리 중
Template,health.msg.queue.load_test,Load testing and performance testing,부하 테스트 및 성능 테스트
Template,health.msg.queue.media,Image and file processing,이미지 및 파일 처리
Template,health.msg.queue.system,System maintenance and monitoring tasks,시스템 유지보수 및 모니터링 작업
Template,health.msg.queued,{count} queued,{count}개 대기 중
Template,health.msg.queues_active,({count} active),({count}개 활성)
Template,health.msg.queues_configured,{count} functional queues configured,{count}개 기능 큐 구성됨
Template,health.msg.scheduler_running,Scheduler running with {count} tasks,스케줄러 실행 중 — {count}개 작업
Template,health.msg.services_issues,Some services have issues,일부 서비스에 문제가 있습니다
Template,health.msg.services_ok,{count} services available,{count}개 서비스 사용 가능
Template,health.msg.system_issues,System container has issues,시스템 컨테이너에 문제가 있습니다
Template,health.msg.system_ok,System container metrics,시스템 컨테이너 메트릭
Template,health.msg.worker_infra,{backend} worker infrastructure,{backend} 워커 인프라
Template,health.msg.worker_offline,worker offline - no health check data,워커 오프라인 — 상태 확인 데이터 없음
Template,health.msg.workers_active,{active}/{total} workers active,{active}/{total} 워커 활성
Template,health.no_upcoming_tasks,No upcoming tasks scheduled,예정된 작업이 없습니다
Template,health.opt_detailed,Show detailed component information,상세 컴포넌트 정보 표시
Template,health.opt_json,Output as JSON,JSON 형식으로 출력
Template,health.overall_status,Overall Status:,전체 상태:
Template,health.probe_failed,Health probe failed: {error},상태 프로브 실패: {error}
Template,health.services_label,Services:,서비스:
Template,health.status_failed,Health status failed: {error},상태 확인 실패: {error}
Template,health.sysinfo.containerized,Containerized,컨테이너화
Template,health.sysinfo.platform,Platform,플랫폼
Template,health.sysinfo.python_version,Python Version,Python 버전
Template,health.system_healthy,System is healthy,시스템이 정상입니다
Template,health.system_info,System Information,시스템 정보
Template,health.system_unhealthy,System is unhealthy,시스템이 비정상입니다
Template,health.system_unhealthy_msg,System is unhealthy,시스템이 비정상입니다
Template,health.task_next_run,{name} - Next: {time},{name} - 다음 실행: {time}
Template,health.task_statistics,Task Statistics:,작업 통계:
Template,health.task_stats_line,"Total: {total}, Active: {active}, Paused: {paused}","전체: {total}, 활성: {active}, 일시정지: {paused}"
Template,health.task_word,task,작업
Template,health.tasks_word,tasks,작업
Template,health.timeout_error,API request to {url} timed out after {timeout} seconds.,{url}에 대한 API 요청이 {timeout}초 후 시간 초과되었습니다.
Template,health.timestamp_label,Timestamp:,시간:
Template,health.title,System Health,시스템 상태
Template,health.unhealthy,Unhealthy,비정상
Template,health.unhealthy_label,Unhealthy: {components},비정상: {components}
Template,health.upcoming_tasks,Upcoming Tasks:,예정된 작업:
Template,health.zero_components,0 components,컴포넌트 0개
Template,llm.and_more_errors,... and {count} more,... 외 {count}개
Template,llm.arg_model_id_info,Model ID to get information about,정보를 조회할 모델 ID
Template,llm.arg_model_id_use,"Model ID to set as active (e.g., gpt-4o, claude-sonnet-4-20250514)","활성화할 모델 ID (예: gpt-4o, claude-sonnet-4-20250514)"
Template,llm.arg_pattern,Search pattern for model ID or title (case-insensitive),모델 ID 또는 제목 검색 패턴 (대소문자 무시)
Template,llm.catalog_summary,LLM Catalog Summary,LLM 카탈로그 요약
Template,llm.context_column,Context,컨텍스트
Template,llm.context_window_label,Context Window:,컨텍스트 윈도우:
Template,llm.count_column,Count,수량
Template,llm.current_config,Current LLM Configuration,현재 LLM 설정
Template,llm.deployments_row,Deployments,배포
Template,llm.deployments_synced,Deployments Synced,동기화된 배포
Template,llm.description_label,Description:,설명:
Template,llm.dry_run_mode,Dry run mode - no changes will be saved,드라이런 모드 — 변경 사항이 저장되지 않습니다
Template,llm.duration_row,Duration,소요 시간
Template,llm.enabled_label,Enabled:,활성화:
Template,llm.errors_header,Errors:,오류:
Template,llm.errors_row,Errors,오류
Template,llm.help,LLM catalog and model management commands,LLM 카탈로그 및 모델 관리 명령어
Template,llm.help_current,"Show current LLM configuration from .env, enriched with catalog data.",.env의 현재 LLM 설정을 카탈로그 데이터와 함께 표시합니다.
Template,llm.help_info,Show detailed information about a specific LLM model.,특정 LLM 모델의 상세 정보를 표시합니다.
Template,llm.help_list,List LLM models from catalog. Requires a search pattern or filter.,카탈로그에서 LLM 모델을 조회합니다. 검색 패턴 또는 필터가 필요합니다.
Template,llm.help_modalities,List all modalities in the catalog with model counts.,카탈로그의 모든 모달리티와 모델 수를 표시합니다.
Template,llm.help_status,"Show LLM catalog statistics (vendors, models, deployments, prices).","LLM 카탈로그 통계를 표시합니다 (벤더, 모델, 배포, 가격)."
Template,llm.help_sync,Sync LLM catalog from cloud APIs or local Ollama into the local database.,클라우드 API 또는 로컬 Ollama에서 LLM 카탈로그를 로컬 데이터베이스에 동기화합니다.
Template,llm.help_use,Switch to a different LLM model. Updates AI_MODEL in .env.,다른 LLM 모델로 전환합니다. .env의 AI_MODEL을 업데이트합니다.
Template,llm.help_vendors,List all LLM vendors in the catalog with model counts.,카탈로그의 모든 LLM 벤더와 모델 수를 표시합니다.
Template,llm.input_label,Input:,입력:
Template,llm.input_price_column,Input $/1M,입력 $/1M
Template,llm.input_price_label,Input Price:,입력 가격:
Template,llm.max_tokens_label,Max Tokens:,최대 토큰:
Template,llm.metric_column,Metric,지표
Template,llm.modalities_label,Modalities:,모달리티:
Template,llm.modalities_synced,Modalities Synced,동기화된 모달리티
Template,llm.modalities_title,LLM Modalities ({count} total),LLM 모달리티 (총 {count}개)
Template,llm.modality_column,Modality,모달리티
Template,llm.model_details,Model Details (from catalog),모델 상세 정보 (카탈로그 기준)
Template,llm.model_id_column,Model ID,모델 ID
Template,llm.model_id_label,Model ID:,모델 ID:
Template,llm.model_label,Model:,모델:
Template,llm.model_not_found,Model '{model_id}' not found in catalog.,카탈로그에서 '{model_id}' 모델을 찾을 수 없습니다.
Template,llm.model_not_in_catalog,Model not found in catalog. Run 'llm sync' to populate.,카탈로그에서 모델을 찾을 수 없습니다. 'llm sync'를 실행하여 카탈로그를 채우세요.
Template,llm.models_added,Models Added,추가된 모델
Template,llm.models_column,Models,모델
Template,llm.models_row,Models,모델
Template,llm.models_title,LLM Models ({count} results),LLM 모델 ({count}개 결과)
Template,llm.models_updated,Models Updated,업데이트된 모델
Template,llm.no_modalities,No modalities found. Run 'llm sync' first.,모달리티를 찾을 수 없습니다. 먼저 'llm sync'를 실행하세요.
Template,llm.no_models_found,No models found matching your criteria.,조건에 맞는 모델을 찾을 수 없습니다.
Template,llm.no_vendors,No vendors found. Run 'llm sync' first.,벤더를 찾을 수 없습니다. 먼저 'llm sync'를 실행하세요.
Template,llm.opt_all,Include disabled models,비활성화된 모델 포함
